ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
198,57,8,27-Aug-23,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
211,84,12,07-Mar-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
219,90,9,18-Feb-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
231,15,16,15-Apr-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
232,17,3,11-Oct-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
240,20,16,09-Nov-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
241,61,15,22-Apr-24,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
275,45,12,03-Apr-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
298,41,15,13-Jun-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
357,1,3,01-Apr-24,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
385,81,5,09-Jun-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
427,81,11,20-Aug-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
438,72,20,13-Sep-23,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
459,90,17,16-Jun-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
490,46,11,05-Jul-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
494,2,13,25-May-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
504,35,8,18-Jan-24,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
528,81,16,09-Nov-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
583,88,8,03-Jul-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
620,100,1,22-Oct-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
650,28,3,08-Nov-24,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
669,19,19,31-Dec-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
690,61,19,11-Oct-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
696,48,11,07-Oct-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
703,3,16,17-Apr-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
734,63,2,10-Mar-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
766,83,7,31-Jul-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
777,81,6,14-Feb-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
779,66,17,25-May-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
786,37,13,29-Jul-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
800,74,8,23-May-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
869,18,3,02-Feb-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
896,40,20,17-Oct-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
904,68,9,24-Dec-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
906,92,17,27-Feb-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
926,86,12,17-Jun-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
930,83,19,05-Aug-24,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
941,13,9,21-May-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
953,29,3,22-Nov-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
998,34,11,18-May-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1002,25,15,15-May-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1003,14,16,31-Mar-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1014,81,20,16-Apr-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1019,25,12,12-Jul-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1043,29,12,06-Jan-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1053,6,16,29-Feb-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1082,87,13,09-Feb-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1096,82,13,17-Nov-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1100,88,14,13-Aug-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1106,37,5,29-Jan-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1107,51,14,27-Mar-24,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1116,52,5,22-May-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1118,50,16,15-May-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1150,90,3,19-Feb-24,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1160,97,7,26-Dec-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1180,64,18,19-Jun-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1235,87,1,24-May-23,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1236,60,3,07-Feb-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1255,42,8,15-Dec-25,5,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1261,12,18,08-Aug-23,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1273,74,10,19-Feb-24,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
1349,22,10,11-Apr-25,4,Five  stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
2,80,19,25-Dec-24,5,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
8,55,8,15-Aug-24,5,The  quality    is  top-notch.,0,Positive,0.0 to 0.49
18,17,16,23-Nov-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
25,55,20,19-Dec-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
33,30,2,21-Feb-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
40,33,2,03-Jan-25,5,Five  stars    for  the  quick  delivery.,0,Positive,0.0 to 0.49
43,84,15,02-Feb-25,4,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
48,70,17,08-Oct-23,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,0.0 to 0.49
53,73,18,28-Dec-25,4,Five  stars  for    the  quick  delivery.,0,Positive,0.0 to 0.49
70,93,5,30-Jan-24,4,Shipping  was  fast    and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
75,22,3,13-Jan-24,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
82,78,13,02-May-23,4,Shipping    was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
83,32,11,26-May-25,4,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
88,93,19,26-Aug-25,4,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
95,16,16,07-Apr-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
98,96,3,20-Nov-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
107,26,10,17-Feb-25,5,Five  stars  for    the  quick  delivery.,0,Positive,0.0 to 0.49
108,80,17,22-Dec-23,5,Five  stars  for  the    quick  delivery.,0,Positive,0.0 to 0.49
126,32,10,12-Aug-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
169,26,8,28-Sep-25,5,Five  stars  for  the  quick    delivery.,0,Positive,0.0 to 0.49
178,17,20,25-May-25,4,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
184,59,5,29-Dec-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
188,70,5,19-Sep-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
199,6,13,20-Aug-24,5,The    quality  is  top-notch.,0,Positive,0.0 to 0.49
206,72,14,22-Aug-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
213,7,13,09-Apr-24,5,Shipping  was  fast  and    the  item  was  well-packaged.,0,Positive,0.0 to 0.49
223,37,16,31-Jul-23,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
229,69,12,07-Feb-23,4,The    quality  is  top-notch.,0,Positive,0.0 to 0.49
239,45,9,28-Jan-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
246,71,12,23-Jul-23,4,The    quality  is  top-notch.,0,Positive,0.0 to 0.49
262,45,7,07-Jul-24,5,Five  stars  for    the  quick  delivery.,0,Positive,0.0 to 0.49
264,96,18,19-Aug-25,4,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive,0.0 to 0.49
272,39,17,26-Mar-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
273,10,2,09-Oct-24,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
296,85,18,13-Dec-23,4,The    quality  is  top-notch.,0,Positive,0.0 to 0.49
307,63,16,08-Jan-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
308,90,14,02-Apr-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
310,40,1,30-Nov-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
311,52,11,14-Nov-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
316,48,4,15-Aug-25,5,Five  stars  for  the  quick    delivery.,0,Positive,0.0 to 0.49
319,86,6,11-Dec-24,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
323,47,4,24-Apr-23,4,Shipping  was    fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
324,89,5,08-Jul-24,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,0.0 to 0.49
334,70,9,14-Apr-25,5,Five  stars  for  the  quick    delivery.,0,Positive,0.0 to 0.49
339,38,2,11-Jan-25,5,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
366,46,7,14-Nov-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
379,62,4,27-Jan-23,5,The    quality  is  top-notch.,0,Positive,0.0 to 0.49
387,42,14,29-Mar-25,5,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive,0.0 to 0.49
405,43,4,10-Sep-25,5,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
406,11,9,15-Dec-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
426,74,17,07-Apr-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
436,11,1,03-Jan-24,4,Shipping  was  fast    and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
447,38,2,19-Aug-24,4,Shipping    was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
449,43,14,10-Mar-24,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
466,49,16,16-Feb-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
472,69,8,05-Dec-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
477,91,10,25-Apr-25,4,The    quality  is  top-notch.,0,Positive,0.0 to 0.49
481,21,2,02-Dec-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
488,89,12,24-Feb-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
489,15,8,09-Nov-23,4,Five  stars    for  the  quick  delivery.,0,Positive,0.0 to 0.49
496,87,1,29-Jan-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
499,72,6,26-Aug-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
516,46,18,03-Jan-25,4,The  quality    is  top-notch.,0,Positive,0.0 to 0.49
523,8,12,07-Dec-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
529,19,11,05-May-25,4,Five  stars    for  the  quick  delivery.,0,Positive,0.0 to 0.49
531,65,3,21-Jul-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
537,8,9,11-Mar-23,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,0.0 to 0.49
546,33,1,14-Nov-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
549,73,15,06-Apr-25,4,Five  stars  for  the  quick    delivery.,0,Positive,0.0 to 0.49
560,24,6,08-Nov-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
566,89,10,15-Aug-25,4,Five    stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
567,78,16,21-Feb-24,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
569,58,9,17-Jul-24,5,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
574,72,9,13-Oct-25,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
582,65,9,29-Jan-23,5,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
584,70,20,04-Dec-24,4,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
591,65,12,29-Oct-24,5,Five  stars    for  the  quick  delivery.,0,Positive,0.0 to 0.49
595,46,5,18-Sep-25,4,Exceeded    my  expectations!,0,Positive,0.0 to 0.49
603,88,4,02-Jul-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
616,38,20,14-Nov-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
618,45,7,21-Aug-24,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,0.0 to 0.49
622,30,4,22-Dec-25,4,The  quality    is  top-notch.,0,Positive,0.0 to 0.49
626,38,11,18-Dec-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
629,16,20,28-Jul-24,5,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
630,31,10,14-Aug-24,4,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
636,37,13,18-Dec-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
660,62,5,06-Oct-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
662,15,5,24-Mar-25,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
667,80,14,08-Jan-24,4,The  quality    is  top-notch.,0,Positive,0.0 to 0.49
677,6,17,29-Mar-24,4,Five    stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
680,60,20,12-Jun-25,4,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
701,68,4,02-Jan-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
704,8,20,26-Sep-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
705,88,11,25-May-25,5,Exceeded    my  expectations!,0,Positive,0.0 to 0.49
706,75,5,03-Jan-24,5,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
717,82,1,07-Mar-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
720,41,4,05-Aug-25,5,Shipping  was  fast  and  the  item  was    well-packaged.,0,Positive,0.0 to 0.49
724,31,3,21-Jan-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
730,67,6,15-Jan-25,4,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
745,85,12,17-May-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
750,3,5,20-Jun-24,4,The    quality  is  top-notch.,0,Positive,0.0 to 0.49
757,8,13,27-Sep-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
762,39,13,31-May-25,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
767,48,11,09-Oct-23,5,Exceeded    my  expectations!,0,Positive,0.0 to 0.49
768,24,16,18-Feb-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
772,62,4,13-Sep-23,4,Five    stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
778,97,7,11-Jun-25,5,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
781,68,13,06-Jun-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
790,73,9,08-Jun-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
797,68,19,22-Feb-25,5,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
802,12,16,04-Mar-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
819,20,15,12-May-24,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,0.0 to 0.49
